Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,List of Employees Laid Off,Ticker,Exchange,Stock Delisted
Rivian,TRUE,Detroit,Transportation,,2/21/2024,https://techcrunch.com/2024/02/21/rivian-lays-off-10-of-workforce-as-ev-pricing-pressure-mounts/,10700,Post-IPO,United States,0.1,,RIVN,NASDAQ,FALSE
Aptiv,FALSE,Krakow,Transportation,250,2/20/2024,"https://wyborcza.biz/biznes/7,159911,30719165,w-pol-godziny-zwolnili-250-osob-dostal-godzine-na-spakowanie.html?disableRedirects=True",8,Post-IPO,Poland,,,APTV,NYSE,FALSE
Tails.com,FALSE,London,Retail,55,2/20/2024,https://www.businessinsider.com/tails-com-is-laying-off-25-percent-of-staffers-2024-2,5,Series A,United Kingdom,0.25,,,,
Auctane,TRUE,Austin,Retail,,2/20/2024,https://www.ecommercebytes.com/2024/02/20/layoffs-hit-shipping-solution-auctane-aka-stamps-com/,,Unknown,United States,,,,,
KnownOrigin,FALSE,Manchester,Crypto,,2/20/2024,https://crypto.news/ebay-reportedly-laid-off-staff-at-nft-marketplace-knownorigin-it-acquired-in-2022/,3,Acquired,United Kingdom,0.3,,,,
Meati,TRUE,Boulder,Food,,2/20/2024,https://techcrunch.com/2024/02/20/meati-foods-cuts-workforce-amid-ceo-shift/,274,Series C,United States,0.3,,,,
Farfetch,FALSE,London,Retail,2000,2/16/2024,https://www.drapersonline.com/news/farfetch-to-cut-up-to-30-jobs,1700,Acquired,United Kingdom,0.25,,,,
Voi,FALSE,Stockholm,Transportation,120,2/16/2024,https://sifted.eu/articles/voi-layoffs-news,515,Series D,United States,0.12,,,,
Toast,TRUE,Boston,Food,550,2/15/2024,https://www.bloomberg.com/news/articles/2024-02-15/toast-layoffs-to-impact-hundreds-at-restaurant-tech-company?embedded-checkout=True,962,Post-IPO,United States,0.1,https://docs.google.com/spreadsheets/d/1CLR2OGQw22tw8ZxQtfsOEBJgBHfyWJjCAiSIQ2lFy8s/edit#gid=238756284,TOST,NYSE,FALSE
Sonder,TRUE,SF Bay Area,Travel,106,2/15/2024,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/1819395/000181939524000007/son-20240215.htm,839,Post-IPO,United States,0.17,,SOND,NASDAQ,FALSE
Storytel,FALSE,Stockholm,Consumer,80,2/15/2024,https://investors.storytel.com/en/wp-content/uploads/sites/2/2024/02/presentation-q4-report-2023.pdf,312,Post-IPO,Sweden,0.13,,DST.F,FRA,FALSE
Gro Intelligence,TRUE,New York City,Food,20,2/15/2024,https://agfundernews.com/ai-powered-ag-insights-platform-gro-intelligence-lays-off-10-of-its-staff,118,Series B,United States,0.1,,,,
CodeSee,TRUE,SF Bay Area,Data,,2/15/2024,https://www.linkedin.com/posts/shaneak_i-am-very-sad-to-announce-officially-activity-7163970333912289281-DaOb/,10,Seed,United States,1,,,,
May Mobility,TRUE,Ann Arbor,Transportation,,2/15/2024,https://www.detroitnews.com/story/business/autos/2024/02/15/michigan-based-av-startup-may-mobility-reduces-workforce-by-13/72618523007/,303,Series D,United States,0.13,,,,
Cisco,TRUE,SF Bay Area,Infrastructure,4250,2/14/2024,https://www.cnbc.com/2024/02/14/cisco-cutting-5percent-of-global-workforce-in-restructuring-move.html,2,Post-IPO,United States,0.05,,CSCO,NASDAQ,FALSE
Wint Wealth,FALSE,Nashik,Finance,19,2/14/2024,https://inc42.com/buzz/exclusive-wint-wealth-fires-20-of-its-workforce-in-a-restructuring-exercise/,16,Series A,India,0.2,,,,
Away,TRUE,New York City,Retail,,2/14/2024,https://www.inc.com/rebecca-deczynski/away-just-cut-25-percent-of-its-internal-staff-ceo-jen-rubio-shares-companys-path-forward.html,181,Series D,United States,0.25,,,,
Instacart,TRUE,SF Bay Area,Food,250,2/13/2024,https://www.cnbc.com/2024/02/13/instacart-layoffs-company-to-cut-250-employees-or-about-7percent.html,2900,Post-IPO,United States,0.07,,CART,NASDAQ,FALSE
Redesign Health,TRUE,New York City,Healthcare,77,2/13/2024,https://www.fiercehealthcare.com/health-tech/redesign-health-reduces-workforce-it-slows-down-pace-new-company-launches-2024,315,Unknown,United States,,,,,
Mozilla,TRUE,SF Bay Area,Consumer,60,2/13/2024,https://www.bloomberg.com/news/articles/2024-02-13/firefox-maker-mozilla-is-cutting-60-jobs-after-naming-new-ceo,2.3,Unknown,United States,0.05,https://docs.google.com/spreadsheets/d/14KNRPeFfQy5sWUictqvG9_ScP8Oaep-qdAVBJWJEL0A/edit#gid=0,,,
Impinj,TRUE,Seattle,Other,50,2/13/2024,https://www.bizjournals.com/seattle/news/2024/02/12/impinj-layoffs-seattle-internet-of-things.html,137,Post-IPO,United States,0.1,,PI,NASDAQ,FALSE
Riskified,TRUE,New York City,Retail,40,2/13/2024,https://en.globes.co.il/en/article-israeli-fintech-co-riskified-lays-off-6-of-workforce-1001471055,229,Post-IPO,United States,0.06,,RSKD,NYSE,FALSE
Everybuddy,FALSE,Tel Aviv,Consumer,,2/13/2024,https://www.calcalistech.com/ctechnews/article/rj28wryo6,15,Series A,Israel,1,,,,
Popcore,FALSE,Berlin,Consumer,,2/13/2024,https://www.pocketgamer.biz/news/83416/popcore-undergoes-wave-of-layoffs-impacting-key-staff/,,Acquired,Germany,,,,,
Wisense,FALSE,Tel Aviv,Transportation,,2/13/2024,https://www.calcalistech.com/ctechnews/article/rjeyhktjt,37,Unknown,Israel,1,,,,
SiriusXM,TRUE,New York City,Media,160,2/12/2024,https://variety.com/2024/digital/news/siriusxm-layoffs-160-employees-1235908020/,525,Post-IPO,United States,0.03,,LSXMA,NASDAQ,FALSE
Licious,FALSE,Bengaluru,Food,80,2/9/2024,https://www.livemint.com/companies/licious-lays-off-80-employees-with-eye-on-growth-11707473279919.html,490,Series F,India,0.03,,,,
BlissClub,FALSE,Bengaluru,Retail,21,2/9/2024,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,20,Series A,India,0.18,,,,
Kandji,TRUE,San Diego,Other,,2/9/2024,Internal memo,188,Series C,United States,,,,,
Pure Storage,TRUE,SF Bay Area,Data,275,2/8/2024,https://blocksandfiles.com/2024/02/08/pure-storage-lays-off-staff-again/,529,Post-IPO,United States,,,PSTG,NYSE,FALSE
Otovo,FALSE,Oslo,Energy,65,2/8/2024,https://www.mynewsdesk.com/otovo/pressreleases/otovo-q4-2023-cost-cuts-and-efficiency-program-executed-ready-for-2024-3302572,247,Post-IPO,Norway,0.15,,OTOVO.OL,OSL,FALSE
Getaround,TRUE,SF Bay Area,Transportation,,2/8/2024,https://techcrunch.com/2024/02/08/car-sharing-company-getaround-cuts-one-third-of-u-s-workforce/,948,Post-IPO,United States,0.3,,GETR,NYSE,FALSE
Journera,TRUE,Chicago,Travel,,2/8/2024,https://www.phocuswire.com/jeffrey-katz-journera-shuts-down,31,Series B,United States,1,,,,
Grammarly,TRUE,SF Bay Area,Consumer,230,2/7/2024,https://elbuz.com/en/grammarly-skorochue-230-chleniv-komandi-37-z-yakikh-v-ukraini,400,Unknown,United States,,,,,
Fireblocks,TRUE,New York City,Crypto,20,2/7/2024,https://www.calcalistech.com/ctechnews/article/rjkvszzit,1000,Series E,United States,0.03,,,,
Tenable,TRUE,Baltimore,Security,,2/7/2024,https://bnnbreaking.com/finance-nav/tenable-reveals-strong-q4-2023-financial-performance-and-strategy-optimization,565,Post-IPO,United States,0.05,,TENB,NASDAQ,FALSE
Workfellow,FALSE,Espoo,HR,,2/7/2024,https://tech.eu/2024/02/07/finnish-hrtech-startup-workfellow-announces-shutdown-amid-challenges/,3,Seed,Finland,1,,,,
DocuSign,TRUE,SF Bay Area,Sales,440,2/6/2024,https://www.cnbc.com/2024/02/06/docusign-to-lay-off-6percent-of-workforce-or-about-440-jobs.html,536,Post-IPO,United States,0.06,,DOCU,NASDAQ,FALSE
Amazon,TRUE,Seattle,Retail,400,2/6/2024,https://www.businessinsider.com/amazon-one-medical-pharmacy-layoffs-broader-cost-cutting-campaign-2024-2,108,Post-IPO,United States,,,AMZN,NASDAQ,FALSE
Glowforge,TRUE,Seattle,Manufacturing,,2/6/2024,https://www.geekwire.com/2024/glowforge-lays-off-more-employees-after-funding-round-falls-through-at-3d-laser-engraver-maker/,133,Series E,United States,,,,,
Snap,TRUE,Los Angeles,Consumer,500,2/5/2024,https://www.cnbc.com/2024/02/05/snap-to-lay-off-10percent-of-global-workforce-around-500-employees.html,4900,Post-IPO,United States,0.1,,SNAP,NYSE,FALSE
Drizly,TRUE,Boston,Retail,168,2/5/2024,https://www.boston.com/news/business/2024/02/05/uber-drizly-to-lay-off-168-boston-workers/,119,Acquired,United States,1,,,,
BillGO,TRUE,Fort Collins,Finance,80,2/5/2024,https://www.coloradoan.com/story/money/business/2024/02/05/billgo-announces-80-layoffs-at-fort-collins-office/72484159007/,119,Series B,United States,,,,,
Impact.com,TRUE,Los Angeles,Sales,40,2/5/2024,https://www.adnews.com.au/news/impact-com-cuts-staff-in-global-cost-cutting,361,Private Equity,United States,0.03,,,,
Astrate Medical,TRUE,Philadelphia,Healthcare,,2/5/2024,https://www.businessinsider.com/exclusive-why-baby-tech-startup-astarte-medical-shutting-down-2024-1,13,Series A,United States,1,,,,
Meetup,TRUE,New York City,Consumer,,2/5/2024,https://www.meetup.com/blog/recent-changes-and-a-look-toward-the-future/,18,Acquired,United States,,,,,
Muvin,FALSE,Bengaluru,Finance,,2/5/2024,https://entrackr.com/2024/02/exclusive-neobank-muvin-shuts-down-operations/,4,Seed,India,1,,,,
Nomad Health,TRUE,New York City,Healthcare,,2/5/2024,https://www.businessinsider.com/nomad-health-layoffs-employees-healthcare-2024-2,218,Unknown,United States,,,,,
Zwift,TRUE,Los Angeles,Fitness,,2/5/2024,https://forums.zwift.com/t/zwift-organizational-changes-february-2024/623962,619,Series C,United States,,,,,
Cue Health,TRUE,San Diego,Healthcare,245,2/2/2024,https://www.sandiegouniontribune.com/business/story/2024-02-02/cue-health-lays-off-more-than-30-percent-of-its-global-workforce,899,Post-IPO,United States,0.3,,HLTH,NASDAQ,FALSE
Top Hat,FALSE,Toronto,Education,35,2/2/2024,https://betakit.com/toronto-software-companies-top-hat-loopio-wattpad-make-layoffs/,234,Series E,Canada,0.07,,,,
Cake Bikes,FALSE,Stockholm,Transportation,,2/2/2024,https://techcrunch.com/2024/02/02/cake-electric-motorcycle-bankruptcy/,74,Unknown,Sweden,1,,,,
Small Robot Company,FALSE,Salisbury,Food,,2/2/2024,https://www.therobotreport.com/agtech-startup-small-robot-company-shutting-down/,10,Unknown,United Kingdom,1,,,,
Twig,FALSE,London,Finance,,2/2/2024,https://www.fintechfutures.com/2024/02/uk-fintech-twig-enters-liquidation/,41,Unknown,United Kingdom,1,,,,
Okta,TRUE,SF Bay Area,Security,400,2/1/2024,https://www.cnbc.com/2024/02/01/okta-to-lay-off-7percent-of-staff-about-400-employees.html,1200,Post-IPO,United States,0.07,https://airtable.com/appilBn4aOZswmTN1/shrCxmCQiiReYuP8G,OKTA,NASDAQ,FALSE
Zoom,TRUE,SF Bay Area,Other,150,2/1/2024,https://www.cnbc.com/2024/02/01/zoom-layoffs-company-cuts-150-employees-2percent-of-workforce.html,276,Post-IPO,United States,0.02,,ZM,NASDAQ,FALSE
Illumina,TRUE,San Diego,Healthcare,111,2/1/2024,https://www.sandiegouniontribune.com/business/story/2024-02-01/illumina-lays-off-11,28,Post-IPO,United States,,,ILMN,NASDAQ,FALSE
Polygon,FALSE,Cayman Islands,Crypto,60,2/1/2024,https://forum.polygon.technology/t/an-update-on-polygon-labs-polygon-ventures-and-polygon-id/13507,451,Unknown,Cayman Islands,0.19,,,,
Indigo,TRUE,Boston,Other,,2/1/2024,https://www.bizjournals.com/boston/news/2024/02/01/indigo-cuts-jobs-new-ceo-takes-over.html,1200,Series F,United States,,,,,
Proofpoint,TRUE,SF Bay Area,Security,280,1/31/2024,https://www.calcalistech.com/ctechnews/article/hjaniiwc6,885,Acquired,United States,0.06,,,,
Trove Recommerce,TRUE,SF Bay Area,Retail,130,1/31/2024,https://www.bizjournals.com/sanfrancisco/news/2024/01/31/trove-apparel-resale-tech-layoff-brisbane.html,152,Series E,United States,,,,,
CircleCI,TRUE,SF Bay Area,Product,100,1/31/2024,Internal memo,315,Series F,United States,,,,,
Thinx,TRUE,New York City,Retail,95,1/31/2024,https://www.modernretail.co/operations/thinx-to-layoff-95-workers-per-new-york-state-labor-filing/,26,Acquired,United States,,,,,
Innoviz,FALSE,Tel Aviv,Transportation,60,1/31/2024,https://www.calcalistech.com/ctechnews/article/hjs6xbucp,547,Post-IPO,Israel,0.13,,INVZ,NASDAQ,FALSE
The Messenger,TRUE,Miami,Media,,1/31/2024,https://www.nbcnews.com/news/us-news/startup-news-site-messenger-shutters-less-year-launch-rcna136643,,Unknown,United States,1,,,,
Zuora,TRUE,SF Bay Area,Finance,,1/31/2024,https://www.sec.gov/ixviewer/ix.html?doc=/Archives/edgar/data/0001423774/000142377424000052/zuo-20240127.htm,647,Post-IPO,United States,0.08,,ZUO,NYSE,FALSE
PayPal,TRUE,SF Bay Area,Finance,2500,1/30/2024,https://www.bloomberg.com/news/articles/2024-01-30/paypal-to-cut-around-2-500-jobs-as-rivals-snag-market-share,216,Post-IPO,United States,0.09,,PYPL,NASDAQ,FALSE
Block,TRUE,SF Bay Area,Finance,1000,1/30/2024,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,150,Post-IPO,United States,0.1,https://docs.google.com/spreadsheets/d/1z87eN8hKqfINawqSEswcOTkrPTBVHvYaSUlwmR9uCoc/edit#gid=705603816,SQ,NYSE,FALSE
Kiwi.com,FALSE,Brno,Travel,216,1/30/2024,https://cc.cz/vyhledavac-letenek-kiwi-com-hromadne-propousti-nejtezsi-rozhodnuti-v-zivote-rika-dlouhy/,107,Unknown,Czech Republic,0.18,,,,
Aurora Solar,TRUE,SF Bay Area,Energy,111,1/30/2024,https://techcrunch.com/2024/01/30/aurora-solar-layoffs/,523,Series D,United States,0.2,,,,
Wattpad,FALSE,Toronto,Media,20,1/30/2024,https://techcrunch.com/2024/01/30/wattpad-a-storytelling-platform-conducts-another-layoff-round/,117,Acquired,Canada,0.1,,,,
TechCrunch,TRUE,SF Bay Area,Media,7,1/30/2024,https://www.adweek.com/media/techcrunch-shutters-subscription-layoffs/,,Acquired,United States,,,,,
Noom,TRUE,New York City,Fitness,,1/30/2024,https://endpts.com/weight-loss-app-noom-lays-off-employees-including-coaches-and-engineers/,657,Series F,United States,,,,,
Procore,TRUE,Santa Barbara,Construction,,1/30/2024,Internal memo,654,Post-IPO,United States,0.04,,PCOR,NYSE,FALSE
Vipps,FALSE,Vilnius,Finance,,1/30/2024,https://www.lrytas.lt/verslas/rinkos-pulsas/2024/01/30/news/vilniuje-uzdaro-mobiliu-mokejimu-kompanijos-padalini-atleidzia-100-darbuotoju-30322693#google_vignette,,Unknown,Lithuania,,,,,
iRobot,TRUE,Boston,Consumer,350,1/29/2024,https://www.cnbc.com/2024/01/29/amazon-terminates-irobot-deal-vacuum-maker-to-lay-off-31percent-of-staff.html,30,Post-IPO,United States,0.31,,IRBT,NASDAQ,FALSE
DispatchHealth,TRUE,Denver,Healthcare,88,1/29/2024,https://homehealthcarenews.com/2024/01/layoffs-hit-at-home-care-innovator-dispatchhealth/,733,Series E,United States,,,,,
Loopio,FALSE,Toronto,Sales,,1/29/2024,https://www.linkedin.com/posts/zakirhemraj_today-we-made-the-difficult-decision-to-activity-7157834089197105154-sDoL/,263,Private Equity,Canada,0.06,,,,
Salesforce,TRUE,SF Bay Area,Sales,700,1/26/2024,https://www.wsj.com/economy/jobs/salesforce-laying-off-700-workers-in-latest-tech-industry-downsizing-6a082fa3,65,Post-IPO,United States,0.01,,CRM,NYSE,FALSE
Flexport,TRUE,SF Bay Area,Logistics,,1/26/2024,https://www.theinformation.com/articles/flexport-to-lay-off-nearly-20-of-staff-in-latest-cuts,2400,Series E,United States,0.2,https://docs.google.com/spreadsheets/d/1d6ejecq8qy46SJv_VJk2TMbzT_S_77EGHPHjYMcJruw/edit?resourcekey#gid=550780554,,,
Productboard,TRUE,SF Bay Area,Product,,1/26/2024,https://www.businessinsider.com/kleiner-perkins-sequoia-and-bessemer-backed-productboard-fourth-round-layoffs-2024-1,,Series D,United States,,,,,
Microsoft,TRUE,Seattle,Other,1900,1/25/2024,https://www.theverge.com/2024/1/25/24049050/microsoft-activision-blizzard-layoffs,1,Post-IPO,United States,,,MSFT,NASDAQ,FALSE
Swiggy,FALSE,Bengaluru,Food,400,1/25/2024,https://techcrunch.com/2024/01/25/swiggy-to-cut-another-400-jobs-ahead-of-ipo-later-this-year/,3600,Unknown,India,0.07,,,,
Veho,TRUE,Boulder,Logistics,65,1/25/2024,https://techcrunch.com/2024/01/25/delivery-startup-veho-makes-corporate-job-cuts/,299,Series B,United States,0.19,,,,
Amperity,TRUE,Seattle,Marketing,20,1/25/2024,https://www.bizjournals.com/seattle/news/2024/01/25/amperity-layoffs-restructuring-seattle.html,187,Series D,United States,,,,,
MVPindex,TRUE,Austin,Marketing,12,1/25/2024,https://www.sportsbusinessjournal.com/Articles/2024/01/25/mvpindex-cuts,27,Series B,United States,0.3,,,,
Business Insider,TRUE,New York City,Media,,1/25/2024,https://thehill.com/homenews/media/4428915-business-insider-lay-off-newsroom/,56,Acquired,United States,0.08,,,,
Cova,FALSE,Lagos,Finance,,1/25/2024,https://techpoint.africa/2024/01/25/techpoint-digest-756/,,Unknown,Nigeria,1,,,,
Jamf,TRUE,Minneapolis,Other,,1/25/2024,https://www.streetinsider.com/dr/news.php?id=22671112,332,Post-IPO,United States,0.06,,JAMF,NASDAQ,FALSE
Cult.fit,FALSE,Bengaluru,Fitness,100,1/24/2024,https://economictimes.indiatimes.com/tech/startups/zomato-backed-fitness-startup-cult-fit-lays-off-over-100-employees/articleshow/107089694.cms?from=mdr,635,Series F,India,,,,,
Personio,FALSE,Munich,HR,100,1/24/2024,Internal memo,724,Series E,Germany,,,,,
Storytel,FALSE,Stockholm,Media,80,1/24/2024,https://investors.storytel.com/en/storytel-sharpens-focus-on-profitability-on-the-back-of-strong-q4-2023-earnings-and-upgrades-mid-term-financial-targets-announces-efficiency-initiative-and-write-downs/,275,Post-IPO,Sweden,0.13,,DST.F,FRA,FALSE
Aurora Innovation,TRUE,Pittsburgh,Transportation,,1/24/2024,https://techcrunch.com/2024/01/24/self-driving-vehicle-company-aurora-cuts-3-of-its-workforce/,3700,Post-IPO,United States,0.03,,AUR,NASDAQ,FALSE
Desktop Metal,TRUE,Boston,Other,,1/24/2024,https://ir.desktopmetal.com/news/press-releases/detail/175/desktop-metal-intensifies-cost-reduction-plan-and-ongoing,811,Post-IPO,United States,0.2,,DM,NYSE,FALSE
HubSpot,TRUE,Boston,Marketing,,1/24/2024,https://www.linkedin.com/posts/jcolman_hubspot-content-designers-open-to-work-activity-7156050968306991105-917M/,100,Post-IPO,United States,,https://docs.google.com/spreadsheets/d/1AzNRk1EflTBUtFI1MLqle9br27Oc0U5s7ioOhTpeKbM/edit#gid=0,HUBS,NYSE,FALSE
SAP,FALSE,Walldorf,Other,8000,1/23/2024,https://www.cnbc.com/2024/01/23/sap-plans-job-changes-or-buyouts-for-8000-employees-in-restructuring-plan.html,1300,Post-IPO,Germany,0.07,,SAP,NYSE,FALSE
eBay,TRUE,SF Bay Area,Retail,1000,1/23/2024,https://www.cnbc.com/2024/01/23/ebay-to-slash-about-1000-roles-or-approximately-9percent-of-full-time-employees.html,1200,Post-IPO,United States,0.09,,EBAY,NASDAQ,FALSE
Vroom,TRUE,New York City,Transportation,800,1/23/2024,https://www.calcalistech.com/ctechnews/article/bktdjgakt,1300,Post-IPO,United States,0.9,,VRM,NASDAQ,FALSE
Brex,TRUE,SF Bay Area,Finance,282,1/23/2024,https://techcrunch.com/2024/01/23/brex-layoffs-fintech/,1500,Series D,United States,0.2,https://docs.google.com/spreadsheets/d/1Cug7e_qEx3MvyPReSzHeXpBu1_Aae6kCT_pYfdzIC0k/edit?usp=sharing,,,
Cure.fit,FALSE,Bengaluru,Fitness,120,1/23/2024,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/technology/zomato-backed-cult-fit-fires-150-employees-to-lower-cash-burn-12110751.html,625,Series F,India,,,,,
GoStudent,FALSE,Vienna,Education,100,1/23/2024,https://www.businessinsider.com/gostudent-softbank-backed-edtech-unicorn-carries-out-more-layoffs-2024-1,686,Series D,Austria,,,,,
GoTo,TRUE,Boston,Other,29,1/23/2024,https://www.bizjournals.com/boston/news/2024/01/23/goto-cuts-29-roles-in-massachusetts.html,2,Acquired,United States,,,,,
Seedr,FALSE,London,Finance,15,1/23/2024,https://sifted.eu/articles/seedrs-lays-off-15-of-its-european-workforce-news,28,Acquired,United Kingdom,,,,,
Riot Games,TRUE,Los Angeles,Consumer,530,1/22/2024,https://www.bloomberg.com/news/articles/2024-01-22/tencent-s-riot-games-to-lay-off-530-people-about-11-of-staff,21,Acquired,United States,0.11,,,,
Xendit,FALSE,Jakarta,Finance,200,1/22/2024,https://www.techinasia.com/indonesian-unicorn-slashes-200-jobs,534,Series D,Indonesia,,,,,
TikTok,TRUE,Los Angeles,Consumer,60,1/22/2024,https://www.npr.org/2024/01/22/1226127366/tiktok-cuts-jobs-tech-layoffs-china,,Acquired,United States,,,,,
2U,TRUE,Washington D.C.,Education,,1/22/2024,https://www.classcentral.com/report/2u-layoffs-2024/,426,Post-IPO,United States,,,TWOU,NASDAQ,FALSE
Google,TRUE,SF Bay Area,Consumer,,1/22/2024,https://www.bloomberg.com/news/articles/2024-01-22/google-layoffs-saga-continues-as-alphabet-s-x-cuts-dozens-of-jobs-seeks-funds,26,Post-IPO,United States,,,GOOG,NASDAQ,FALSE
Xendit,FALSE,Jakarta,Finance,,1/22/2024,https://www.dealstreetasia.com/stories/xendit-announces-layoffs-379961,534,Series D,Indonesia,,,,,
