Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Job Positions Laid Off Desc,Job Positions Laid Off Specific,Reason Mentioned 1,Reason Mentioned 2,Reason Mentioned 3,Unprofitable,AI Mentioned,AI Relation,Expansion Mentioned,cik,Ticker,Exchange,Stock Delisted,Announced Post-Trading Hours,Stock Return On Closest Trading Date Post-Announcement (t),Stock Return 3 Days Before t,Stock Return 2 Days Before t,Stock Return 1 Day Before t,Stock Return 1 Day After t,Stock Return 2 Days After t,Stock Return 3 Days After t,List of Employees Laid Off
Match Group,TRUE,New York City,Consumer,200,2/1/2023,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall,,Post-IPO,United States,0.08,,Recruiting,Cut costs,Lower demand,,,FALSE,,TRUE,891103,MTCH,NASDAQ,FALSE,FALSE,-0.050073894,0.036307476,-0.023481147,0.032824377,0.022563701,-0.078371675,-0.020433471,
MariaDB,TRUE,SF Bay Area,Data,,2/1/2023,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001929589/ec0bacf5-b734-418a-abde-4fe0b21d43d8.pdf,245,Post-IPO,United States,0.08,,,Acute liquidity issues,Cut costs,Business realignment,,FALSE,,FALSE,1929589,MRDB,NYSE,FALSE,,0,0.083582155,-0.038567521,0.017191961,-0.014084494,0,-0.00571428,
Frequency Therapeutics,TRUE,Boston,Healthcare,,2/1/2023,https://www.bizjournals.com/boston/news/2023/02/13/frequency-therapeutics-layoffs-2023.html,76,Post-IPO,United States,0.5,,,Failed study/clinical trial,,,,FALSE,,FALSE,1703647,KRRO,NASDAQ,FALSE,FALSE,-0.105726872,-0.006276151,-0.022105263,-0.022604952,0.025862069,0.020408163,0.009411765,
DraftKings,TRUE,Boston,Consumer,140,2/1/2023,https://www.cnbc.com/2023/02/01/draftkings-cuts-140-jobs.html,719,Post-IPO,United States,0.04,,,Cut costs,Optimization,,TRUE,FALSE,,FALSE,1883685,DKNG,NASDAQ,FALSE,FALSE,0.099399586,0.051748235,-0.025930874,0.023208202,0.032767047,-0.008813138,0.004742141,
Appgate,TRUE,Miami,Security,34,2/1/2023,https://seekingalpha.com/filing/7197018,,Post-IPO,United States,0.08,,,Business realignment,,,TRUE,FALSE,,FALSE,,APGTQ,OTCMKTS,FALSE,FALSE,0,0,0.041739091,-0.048414019,0,0,0,
Workato,TRUE,SF Bay Area,Other,90,2/1/2023,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,415,Series E,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Wheel,TRUE,Austin,Healthcare,56,2/1/2023,https://www.beckershospitalreview.com/telehealth/telehealth-company-wheel-lays-off-28-of-workforce.html,215,Series C,United States,0.28,,,,,,,,,,,,,,,,,,,,,,
Chainalysis,TRUE,New York City,Crypto,44,2/1/2023,https://www.forbes.com/sites/stevenehrlich/2023/02/01/chainalysis-to-lay-off-48-of-staff-as-crypto-winter-bites-into-private-sector-demand/?sh=471d22826f23,536,Series F,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Exterro,TRUE,Portland,Legal,24,2/1/2023,https://www.oregonlive.com/silicon-forest/2023/01/oregon-software-company-exterro-lays-off-two-dozen-employees-after-buying-zapproved.html,100,Private Equity,United States,0.03,,,,,,,,,,,,,,,,,,,,,,
TheSkimm,TRUE,New York City,Media,17,2/1/2023,https://www.businessinsider.com/theskimm-layoffs-nearly-10-percent-staff-media-industry-cuts-economy-2023-2,28,Series C,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Ada,FALSE,Toronto,Support,,2/1/2023,https://betakit.com/ada-latest-canadian-unicorn-to-make-additional-staff-cuts/,190,Series C,Canada,,,,,,,,,,,,,,,,,,,,,,,
Bustle Digital Group,TRUE,New York City,Media,,2/1/2023,https://variety.com/2023/digital/news/gawker-shutting-down-1235509262/,80,Series E,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Omnipresent,FALSE,London,HR,,2/1/2023,https://www.linkedin.com/feed/update/urn:li:activity:7026583774519799808/,137,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Picnic,TRUE,Seattle,Food,,2/1/2023,https://www.geekwire.com/2023/picnic-a-food-automation-startup-that-sells-a-pizza-making-robot-lays-off-employees/,52,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
National Instruments,TRUE,Austin,Hardware,,1/31/2023,https://www.cmlviz.com/stocks/NATI/news/b/2023/01/31/national-instruments-corp-expected-to-reduce-ni-s-worldwide-headcount-by-approximately-4-during-2023,,Post-IPO,United States,0.04,SG&A,,Optimization,,,,FALSE,,FALSE,,NATI,NASDAQ,TRUE,TRUE,,,,,,,,
Software AG,FALSE,Frankfurt,Data,200,1/31/2023,https://investors.softwareag.com/content/dam/investorrelation/pdfs/english/financial-results/2022/q4/20230131_sow_en_press_release_q4_2022.pdf.sagdownload.inline.1675184544569.pdf,344,Post-IPO,Germany,0.04,,,Definite business realignment,,,TRUE,FALSE,,FALSE,,SOW.HM,HAM,FALSE,TRUE,-0.134964485,0.006965956,0,-0.026133755,-0.008211693,-0.038638462,-0.007655495,
Nubank,FALSE,Sao Paulo,Finance,40,1/31/2023,https://valorinveste.globo.com/mercados/renda-variavel/empresas/noticia/2023/01/31/nubank-demite-40-pessoas-e-fecha-rea-de-assessoria-de-investimentos.ghtml,4100,Post-IPO,Brazil,,Investment advisory,,Business realignment,Discontinuing product/service,,,FALSE,,TRUE,1691493,NU,NYSE,FALSE,FALSE,0.056818181,0.026699062,0.033096895,0.006865037,0.025806426,0.031446561,-0.004065037,
Wish,TRUE,SF Bay Area,Retail,150,1/31/2023,https://ir.wish.com/node/9361/html,1600,Post-IPO,United States,0.17,,,Lower demand,Cut costs,,TRUE,FALSE,,FALSE,1822250,WISH,NASDAQ,FALSE,FALSE,0.075179685,0.049784974,0.076886653,-0.063935575,0.039540632,0.090756565,-0.040512819,
Workday,TRUE,SF Bay Area,HR,525,1/31/2023,https://www.cnbc.com/2023/01/31/workday-lays-off-employees-but-will-grow-head-count.html,230,Post-IPO,United States,0.03,,"Technology, product",Macroeconomic conditions,,,,FALSE,,FALSE,1327811,WDAY,NASDAQ,FALSE,FALSE,0.028048487,0.025452891,-0.006820221,-0.006641945,0.021495945,0.030486127,-0.026861398,
Upstart,TRUE,SF Bay Area,Finance,365,1/31/2023,https://www.marketwatch.com/story/upstart-to-lay-off-365-employees-20-of-staff-271675176017,144,Post-IPO,United States,0.2,,,Macroeconomic conditions,Lower demand,Rising interest rates,TRUE,TRUE,Part of company product,FALSE,1647639,UPST,NASDAQ,FALSE,FALSE,-0.004264388,-0.039139973,0.104417651,-0.025454534,0.081370473,0.180693044,-0.073375261,
PayPal,TRUE,SF Bay Area,Finance,2000,1/31/2023,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,216,Post-IPO,United States,0.07,,,Macroeconomic conditions,Business realignment,,,FALSE,,FALSE,1633917,PYPL,NASDAQ,FALSE,FALSE,0.023229514,0.021618194,0.012622253,-0.02676283,0.017425523,0.048848091,-0.016559366,
OpenText,FALSE,Waterloo,Data,,1/31/2023,https://www.crn.com/news/security/layoffs-ahead-as-opentext-closes-5-8b-micro-focus-buy,1100,Post-IPO,Canada,0.08,,,Post-acquisition restructuring,,,,TRUE,Key strategic growth area,TRUE,,OTX,NASDAQ,FALSE,FALSE,,,,,,,,
NetApp,TRUE,SF Bay Area,Data,960,1/31/2023,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/,,Post-IPO,United States,0.08,,,Macroeconomic conditions,Lower demand,Business realignment,,FALSE,,FALSE,1002047,NTAP,NASDAQ,FALSE,FALSE,0.010990707,-0.008738915,-0.00379997,-0.000457717,0.013286988,0.028907799,-0.020709634,
HubSpot,TRUE,Boston,Marketing,500,1/31/2023,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630,100,Post-IPO,United States,0.07,,,Cut costs,Overhiring,Macroeconomic conditions,,FALSE,,FALSE,1404655,HUBS,NYSE,FALSE,FALSE,-0.005673459,0.024094957,0.002710485,-0.027449577,0.062418959,0.079447682,-0.08091261,
Wefox,FALSE,Berlin,Finance,100,1/31/2023,https://versicherungsmonitor.de/2023/01/31/wefox-streicht-stellen/,1300,Series D,Germany,,,,,,,,,,,,,,,,,,,,,,,
Tilting Point,TRUE,New York City,Consumer,60,1/31/2023,https://mobilegamer.biz/layoffs-at-tilting-point-as-it-restructures-and-switches-strategy/,235,Unknown,United States,0.14,,,,,,,,,,,,,,,,,,,,,,
Gokada,FALSE,Lagos,Transportation,54,1/31/2023,https://techcabal.com/2023/02/02/gokada-layoffs-affects-54/,12,Unknown,Nigeria,,,,,,,,,,,,,,,,,,,,,,,
AU10TIX,FALSE,Tel Aviv,Security,19,1/31/2023,https://www.calcalistech.com/ctechnews/article/sy6ynzb2o,80,Unknown,Israel,0.09,,,,,,,,,,,,,,,,,,,,,,
Quantum SI,TRUE,New Haven,Healthcare,,1/30/2023,https://www.genomeweb.com/proteomics-protein-research/quantum-si-laying-12-percent-workforce#.Y9wOl-zMK8A,425,Post-IPO,United States,0.12,,,Cut costs,Business realignment,,,FALSE,,FALSE,1816431,QSI,NASDAQ,FALSE,TRUE,0.032558107,-0.026315765,-0.0135135,-0.018264822,-0.022522501,0.188940015,-0.05038755,
Intel,TRUE,SF Bay Area,Hardware,343,1/30/2023,https://www.sfgate.com/tech/article/intel-plans-layoffs-california-campus-17752669.php,12,Post-IPO,United States,,,,Macroeconomic conditions,Cut costs,Optimization,,FALSE,,FALSE,50863,INTC,NASDAQ,FALSE,TRUE,0.011091215,0.013131292,-0.06414092,-0.007457354,0.028662401,0.038527721,0.004306034,
Groupon,TRUE,Chicago,Retail,500,1/30/2023,https://www.chicagobusiness.com/technology/groupon-lay-another-500-workers,1400,Post-IPO,United States,,,,Cut costs,,,,FALSE,,FALSE,1490281,GRPN,NASDAQ,FALSE,TRUE,-0.010778461,0.012499961,0.037037029,-0.096320283,0.056900642,0.071019573,-0.060962634,
SoFi,TRUE,SF Bay Area,Finance,,1/30/2023,https://www.americanbanker.com/news/sofis-bank-charter-drives-positive-outlook-though-layoffs-hit-tech-unit,3000,Post-IPO,United States,,Technology,Technology,,,,,FALSE,,TRUE,1818874,SOFI,NASDAQ,FALSE,FALSE,0.124579085,0,-0.013816913,0.040280213,0.037425151,0.064935108,0.046070416,
Philips,FALSE,Amsterdam,Healthcare,6000,1/30/2023,https://www.reuters.com/markets/europe/philips-scraps-6000-jobs-drive-improve-profitability-2023-01-30/,,Post-IPO,Netherlands,0.13,,,Product safety issues,Chase profitability,,,FALSE,,FALSE,313216,PHG,NYSE,FALSE,FALSE,0.058858153,-0.007687709,0.006555346,0.005920686,-0.048360141,0.044976549,0.01900504,
Delivery Hero,FALSE,Berlin,Food,250,1/30/2023,https://www.esmmagazine.com/technology/delivery-heros-glovo-to-lay-off-250-employees-worldwide-231374,9900,Post-IPO,Germany,0.065,,"Business support, recruiting, data",Lower demand,Macroeconomic conditions,Overhiring,TRUE,FALSE,,FALSE,,DHER.DE,XETRA,FALSE,FALSE,0.041825111,-0.002754809,0.037884731,0,0.00766427,-0.026077552,0.072517695,
BM Technologies,TRUE,Philadelphia,Finance,,1/30/2023,https://ir.bmtxinc.com/news/news-details/2023/BM-Technologies-Inc.-Announces-Profit-Enhancement-Plan-and-Changes-to-Management-and-Directors/default.aspx,,Post-IPO,United States,0.25,,,Chase profitability,Macroeconomic conditions,Partnership/agreement termination,TRUE,FALSE,,FALSE,1725872,BMTX,NYSE MKT,FALSE,FALSE,-0.115686213,0.015655562,-0.044315995,0.028225779,0.00221724,-0.006637215,0.077951091,
Arrival,FALSE,London,Transportation,800,1/30/2023,https://techcrunch.com/2023/01/30/ev-company-arrival-to-cut-workforce-by-50-in-third-restructuring-effort/,629,Post-IPO,United Kingdom,0.5,,,Cut costs,Preserve cash,,TRUE,FALSE,,FALSE,,ARVLF,OTCMKTS,FALSE,FALSE,-0.039408831,-0.069047655,-0.002557506,0.041025602,0.025641026,-0.055000019,0.066137567,
OLX Group,FALSE,Amsterdam,Marketing,1500,1/30/2023,https://www.financialexpress.com/industry/prosus-operated-olx-to-fire-at-least-1500-employees-globally/2964475/,,Acquired,Netherlands,0.15,,,,,,,,,,,,,,,,,,,,,,
Glovo,FALSE,Barcelona,Food,250,1/30/2023,https://sifted.eu/articles/glovo-lays-offs-news/,1200,Acquired,Spain,0.06,,,,,,,,,,,,,,,,,,,,,,
Impossible Foods copy,TRUE,SF Bay Area,Food,140,1/30/2023,https://www.bloomberg.com/news/articles/2023-01-30/impossible-foods-plans-to-lay-off-about-20-of-employees,1900,Series H,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Chrono24,FALSE,Karlsruhe,Retail,65,1/30/2023,https://www.bloomberg.com/news/articles/2023-01-30/rolex-reseller-chrono24-cuts-jobs-as-pre-owned-watch-prices-fall,205,Series C,Germany,0.13,,,,,,,,,,,,,,,,,,,,,,
Olist,FALSE,Curitiba,Retail,,1/30/2023,https://www.estadao.com.br/link/inovacao/unicornio-olist-faz-2-rodada-de-demissoes-em-massa-e-aponta-mercado-arido-em-2023/,322,Series E,Brazil,,,,,,,,,,,,,,,,,,,,,,,
Oyster,TRUE,Charlotte,HR,,1/30/2023,https://www.linkedin.com/posts/teljamou_oyster-talent-list-activity-7026112666393829376-KB_N/,224,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Prime Trust,TRUE,Las Vegas,Crypto,,1/30/2023,https://www.coindesk.com/business/2023/01/30/crypto-services-company-prime-trust-lays-off-one-third-of-staff/,176,Series B,United States,0.33,,,,,,,,,,,,,,,,,,,,,,
Hoxhunt,FALSE,Helsinki,Security,,1/29/2023,https://www.hs.fi/visio/art-2000009351910.html,43,Series B,Finland,,,,,,,,,,,,,,,,,,,,,,,
Me Poupe,FALSE,Sao Paulo,Finance,60,1/28/2023,https://portaldobitcoin.uol.com.br/os-bastidores-da-demissao-em-massa-da-me-poupe-de-nathalia-arcuri-quer-sair-das-redes-sociais/,,Unknown,Brazil,0.5,,,,,,,,,,,,,,,,,,,,,,
CoinTracker,TRUE,SF Bay Area,Crypto,19,1/28/2023,https://www.cointracker.io/blog/ceo-jon-lerners-message-to-cointracker-employees,101,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Synopsys,TRUE,SF Bay Area,Other,100,1/27/2023,https://www.eastbaytimes.com/2023/01/27/synopsys-mountain-view-sunnyvale-job-layoff-tech-facebook-google/,,Post-IPO,United States,,,"Engineering, design, software specialists",,,,,FALSE,,FALSE,883241,SNPS,NASDAQ,FALSE,FALSE,0.001682159,-0.002997139,-2.87E-05,0.021187118,-0.020684592,0.011060921,0.037597139,
SSense,FALSE,Montreal,Retail,138,1/27/2023,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,,Series A,Canada,0.07,,,,,,,,,,,,,,,,,,,,,,
DealShare,FALSE,Bengaluru,Retail,100,1/27/2023,https://www.moneycontrol.com/news/business/startup/tiger-global-backed-dealshare-lays-off-6-of-staff-9949751.html,390,Series E,India,0.06,,,,,,,,,,,,,,,,,,,,,,
Ruggable,TRUE,Los Angeles,Retail,100,1/27/2023,https://www.modernretail.co/operations/direct-to-consumer-brand-ruggable-lays-off-100-employees/,,Seed,United States,,,,,,,,,,,,,,,,,,,,,,,
Heycar,FALSE,Berlin,Transportation,73,1/27/2023,https://www.autohaus.de/nachrichten/autohersteller/umstrukturierung-heycar-trennt-sich-von-ueber-70-mitarbeitern-3316468,,Unknown,Germany,,,,,,,,,,,,,,,,,,,,,,,
Matrixport,FALSE,Singapore,Crypto,29,1/27/2023,https://www.coindesk.com/business/2023/01/27/jihan-wus-matrixport-cuts-10-of-staff/,100,Series C,Singapore,0.1,,,,,,,,,,,,,,,,,,,,,,
Shakepay,FALSE,Montreal,Crypto,21,1/27/2023,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,45,Series A,Canada,0.25,,,,,,,,,,,,,,,,,,,,,,
#Paid,FALSE,Toronto,Marketing,19,1/27/2023,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,21,Series B,Canada,0.17,,,,,,,,,,,,,,,,,,,,,,
Decent,TRUE,SF Bay Area,Healthcare,,1/27/2023,https://www.decent.com/post/what-just-happened-at-decent,18,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Feedzai,FALSE,Coimbra,Finance,,1/27/2023,https://www.finextra.com/newsarticle/41685/exclusive-feedzai-cuts-workforce-amid-restructuring---sources,273,Unknown,Portugal,,,,,,,,,,,,,,,,,,,,,,,
Nate,TRUE,New York City,Retail,,1/27/2023,https://www.theinformation.com/articles/coatue-backed-ai-shopping-startup-nate-has-slashed-most-staff-and-disabled-key-features-of-its-app,47,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Soundwide,FALSE,Berlin,Other,,1/27/2023,https://cdm.link/2023/01/soundwide-layoffs/,,,Germany,0.08,,,,,,,,,,,,,,,,,,,,,,
SAP,FALSE,Walldorf,Other,3000,1/26/2023,https://www.cnbc.com/2023/01/26/sap-to-cut-3000-roles-explore-sale-of-qualtrics-stake.html,1300,Post-IPO,Germany,0.03,,,Business realignment,,,FALSE,FALSE,,FALSE,1000184,SAP,NYSE,FALSE,FALSE,-0.017734204,-0.003500714,-0.004455459,-0.000258187,-0.00780017,0.025439425,0.021018197,
R8 Capital Investments,FALSE,London,Finance,,1/26/2023,https://ir.q4europe.com/solutions/ModePlc/4070/newsArticle.aspx?storyid=15676173,,Post-IPO,United Kingdom,1,,,Insolvency,Failed to secure funding,,,FALSE,,FALSE,,MODE.L,LSE,FALSE,FALSE,-0.548148169,0.058823577,0.044444437,-0.042553184,-0.139344257,-0.047619056,-0.100000019,
Confluent,TRUE,SF Bay Area,Data,221,1/26/2023,https://investors.confluent.io/node/8216/html,455,Post-IPO,United States,0.08,,,Cut costs,Macroeconomic conditions,Chase profitability,TRUE,FALSE,,FALSE,1699838,CFLT,NASDAQ,FALSE,FALSE,-0.028371874,0.089976612,-0.00769882,-0.012500039,0.055256044,-0.019582762,0.0030395,
Glisser,FALSE,London,Travel,25,1/26/2023,https://www.linkedin.com/posts/mikepiddock_glisser-people-open-to-work-public-version-activity-7024682358524010497-5wiM/,1,Unknown,United Kingdom,1,,,,,,,,,,,,,,,,,,,,,,
DriveWealth,TRUE,Jersey City,Finance,,1/26/2023,https://techcrunch.com/2023/02/06/even-well-funded-fintech-companies-are-laying-off-workers/,550,Series D,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Plus One Robotics,TRUE,San Antonio,Other,,1/26/2023,https://www.linkedin.com/feed/update/urn:li:activity:7024472621111001088/,43,Series B,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Quora,TRUE,SF Bay Area,Consumer,,1/26/2023,https://quorablog.quora.com/Company-update?ch=10&oid=97805843&share=1139ae3a&srid=XzV2&target_type=post,226,Series D,United States,,,,,,,,,,,,,,,,,,,,,,,
Lam Research,TRUE,SF Bay Area,Hardware,1300,1/25/2023,https://www.bloomberg.com/news/articles/2023-01-25/lam-research-to-cut-7-of-workforce-after-forecast-disappoints?leadSource=uverify%20wall,,Post-IPO,United States,0.07,,,Macroeconomic conditions,Lower demand,Cut costs,,FALSE,,FALSE,707549,LRCX,NASDAQ,FALSE,TRUE,0.019144157,0.038687828,-0.006683236,0.001846141,-0.029874425,-0.008801358,0.044857199,
IBM,TRUE,New York City,Hardware,3900,1/25/2023,https://www.bloomberg.com/news/articles/2023-01-25/ibm-to-cut-about-3-900-workers-still-hiring-in-higher-growth-areas,,Post-IPO,United States,0.02,,,Post-asset sale restructuring,,,,FALSE,,TRUE,51143,IBM,NYSE,FALSE,TRUE,-0.044828061,0.004674247,-0.002608171,-0.005159453,-0.000446244,0.006771364,-0.004212914,
Guardant Health,TRUE,SF Bay Area,Healthcare,130,1/25/2023,https://www.genomeweb.com/business-news/guardant-health-lays-7-percent-workforce#.Y9HcqOzMK8A,550,Post-IPO,United States,0.07,,"Account management, bioinformatics, technology",Chase profitability,,,,FALSE,,FALSE,1576280,GH,NASDAQ,FALSE,FALSE,-0.026169963,0.00094729,0.064984149,-0.037914658,-0.017704694,0.013196004,-0.019377342,
Shutterfly,TRUE,SF Bay Area,Retail,360,1/25/2023,https://thedeadpixelssociety.com/shutterfly-layoffs-impact-360/,50,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
Luno,FALSE,London,Crypto,330,1/25/2023,https://www.cnbc.com/2023/01/25/dcg-owned-crypto-exchange-luno-axes-35percent-of-staff.html,13,Acquired,United Kingdom,0.35,,,,,,,,,,,,,,,,,,,,,,
Clear Capital,TRUE,Reno,Real Estate,250,1/25/2023,https://www.rgj.com/story/news/money/business/2023/01/25/more-layoffs-at-reno-based-clear-capital-amid-seismic-housing-shift/69842319007/,,Unknown,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
SirionLabs,TRUE,Seattle,Legal,130,1/25/2023,https://inc42.com/buzz/exclusive-days-after-raising-25-mn-funding-tiger-backed-sirionlabs-lays-off-around-150-employees/,171,Series D,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
Tier Mobility,FALSE,Berlin,Transportation,80,1/25/2023,https://techcrunch.com/2023/01/25/tier-mobility-and-spin-lay-off-100-more-employees/,646,Series D,Germany,0.07,,,,,,,,,,,,,,,,,,,,,,
CareRev,TRUE,Los Angeles,Healthcare,,1/25/2023,https://www.carerev.com/blog/a-note-from-the-ceo-refocusing-on-our-technology-to-deliver-on-our-mission,51,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Finastra,FALSE,Tel Aviv,Finance,,1/25/2023,https://www.calcalistech.com/ctechnews/article/s1sh8e13i,,Unknown,Israel,,,,,,,,,,,,,,,,,,,,,,,
Noom,TRUE,New York City,Fitness,,1/25/2023,https://www.mobihealthnews.com/news/weight-loss-startup-noom-confirms-more-layoffs,657,Series F,United States,,,,,,,,,,,,,,,,,,,,,,,
Prosus,FALSE,Amsterdam,Other,,1/25/2023,https://www.bloomberg.com/news/articles/2023-01-25/prosus-to-cut-30-of-corporate-staff-in-latest-tech-layoffs?leadSource=uverify%20wall,,Unknown,Netherlands,0.3,,,,,,,,,,,,,,,,,,,,,,
Vacasa,TRUE,Portland,Travel,1300,1/24/2023,https://www.oregonlive.com/business/2023/01/vacasa-will-lay-off-1300-we-need-to-reduce-our-costs.html,834,Post-IPO,United States,0.17,"Corporate, operations, commercial",,Lower demand,Bloated staffing,,TRUE,FALSE,,FALSE,1874944,VCSA,NASDAQ,FALSE,TRUE,-0.005988047,0.062500041,0.058823566,0.030864196,0.006024119,0.059880237,-0.056497173,
PagerDuty,TRUE,SF Bay Area,Product,,1/24/2023,https://www.marketwatch.com/story/pagerduty-to-lay-off-7-of-staff-revenue-officer-to-exit-271674568511,173,Post-IPO,United States,0.07,"Go-to-market, G&A",,Business realignment,Macroeconomic conditions,Slower conversion,,FALSE,,FALSE,1568100,PD,NYSE,FALSE,FALSE,-0.081399387,-0.020059469,0.056103165,0.036252699,0.030920048,0.037673763,0.036305913,
Innovaccer,TRUE,SF Bay Area,Healthcare,245,1/24/2023,https://digitalhealth.modernhealthcare.com/digital-health/digital-health-unicorn-innovaccer-lays-15-its-employees,379,Series E,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
Bolt,TRUE,SF Bay Area,Finance,50,1/24/2023,https://www.theinformation.com/articles/bolt-ceo-cuts-staff-a-third-time-as-revenue-lags,1300,Series E,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
PartnerStack,FALSE,Toronto,Sales,40,1/24/2023,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,36,Series B,Canada,0.2,,,,,,,,,,,,,,,,,,,,,,
Gitpod,FALSE,Kiel,Product,21,1/24/2023,https://www.gitpod.io/blog/building-for-the-long-run,41,Series A,Germany,0.28,,,,,,,,,,,,,,,,,,,,,,
OFFOR Health,TRUE,Columbus,Healthcare,16,1/24/2023,https://www.linkedin.com/feed/update/urn:li:activity:7024365334803451904/,14,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Venngage,FALSE,Toronto,Marketing,11,1/24/2023,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,,Unknown,Canada,0.2,,,,,,,,,,,,,,,,,,,,,,
CoachHub,FALSE,Berlin,HR,,1/24/2023,https://www.linkedin.com/posts/niebelschuetz_today-we-announced-the-toughest-decision-activity-7023678997448290304-oDEB/,332,Series C,Germany,0.1,,,,,,,,,,,,,,,,,,,,,,
